44.4268,26.1025
45.7489,21.2087
46.7712,23.6236
44.3333,23.8167
45.2692,27.9575
44.4268,26.1025
44.4268,26.1025
44.5000,26.2000
44.6000,26.3000
44.7000,26.4000
44.8000,26.5000
44.9000,26.6000
45.0000,26.7000
45.1000,26.8000
45.2000,26.9000
45.3000,27.0000
45.4000,27.1000
45.5000,27.2000
45.6000,27.3000
45.7000,27.4000
45.8000,27.5000
45.9000,27.6000
46.0000,27.7000
46.1000,27.8000
46.2000,27.9000
46.3000,28.0000
46.4000,28.1000
46.5000,28.2000
46.6000,28.3000
46.7000,28.4000
46.8000,28.5000
46.9000,28.6000
47.0000,28.7000
47.1000,28.8000
47.2000,28.9000
47.3000,29.0000
47.4000,29.1000
47.5000,29.2000
47.6000,29.3000
47.7000,29.4000
47.8000,29.5000
47.9000,29.6000
48.0000,29.7000
48.1000,29.8000
48.2000,29.9000
48.3000,30.0000
